id,species,genotype,site,subsystem,tank,rack,qty
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R44,20
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R36,20
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R137,20
,MC,MC97,Mote Key Largo [In Situ],,Unassigned,R210,20
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R147,20
,PC,PC21,Mote Key Largo [In Situ],,Unassigned,R18,20
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R162,20
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R187,20
,MC,MC125,Mote Key Largo [In Situ],,Unassigned,R268,20
,PS,PS14,Mote Key Largo [In Situ],,Unassigned,R81,20
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R31,20
,CN,CN73,Mote Summerland,All Summerland,H3,ISLA294,20
,CN,CN83,Mote Summerland,All Summerland,H3,ISLA265,20
,CN,CN54,Mote Summerland,All Summerland,H3,ISLA184,20
,CN,CN18,Mote Summerland,All Summerland,H3,R1988,20
,CN,CN14,Mote Summerland,All Summerland,H3,R1539,20
,CN,CN21,Mote Summerland,All Summerland,H3,R1645,20
,CN,CN19,Mote Summerland,All Summerland,H3,R1949,20
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C1,R1179,20
,MC,MC202,Mote Summerland,All Summerland,D4,R262,20
,PS,PS36,Mote Looe Key [In Situ],,,PS MIX3,20
,AC,AC2615,Mote Looe Key [In Situ],,,NB-4a,20
,AC,AC2601,Mote Looe Key [In Situ],,,NB-1,20
,OF,OF180,Mote Looe Key [In Situ],,,OF-180,20
,OF,OF185,Mote Looe Key [In Situ],,,OF-185,20
,AC,AC2628,Mote Looe Key [In Situ],,,RD-3,20
,AC,AC2637,Mote Looe Key [In Situ],,,RD-21,20
,AC,AC5,Mote Looe Key [In Situ],,,5,20
,AC,AC70,Mote Sand Key [In Situ],,,70,20
,RADIANS,SR257,Mote Summerland,All Summerland,D2,R1582,20
,OF,OF940,Mote Islamorada [In Situ],,,Blue07,20
,CN,CN7,Mote Summerland,All Summerland,H3,R3,20
,CN,CN11,Mote Summerland,All Summerland,H3,R3,20
,CN,CN12,Mote Summerland,All Summerland,H3,R3,20
,CN,CN8,Mote Summerland,All Summerland,H3,R3,20
,MC,MC112,Mote Summerland,All Summerland,B5,R1736,20
,INTERSEPTA,SI6,Mote Summerland,All Summerland,F4,R1531,20
,DL,DL172,Mote Summerland,All Summerland,B6,R148,20
,CN,CN75,Mote Summerland,All Summerland,F10,R1379,20
,OF,OF984,Mote Summerland,All Summerland,B3,R1319,20
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R150,20
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R161,20
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R213,20
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R249,20
,MC,MC97,Mote Key Largo [In Situ],,Unassigned,R291,20
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R309,20
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R87,20
,PC,PC20,Mote Key Largo [In Situ],,Unassigned,R144,20
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R256,20
,SB,SB13,Mote Summerland,All Summerland,A4,R1249,20
,SB,SB13,Mote Summerland,All Summerland,A4,R1285,20
,AC,AC58,Mote Key Largo [In Situ],,,Red01,20
,AC,AC4,Mote Key Largo [In Situ],,,Red05,20
,AC,AC58,Mote Key Largo [In Situ],,,Blue01,20
,PC,PC20,Mote Key Largo [In Situ],,,Blue61,20
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R100,20
,CN,CN14,Mote Summerland,All Summerland,F7,R1042,19
,MC,MC127,Mote Summerland,All Summerland,C5,R24,19
,SIDEREA,SS1,Mote Summerland,All Summerland,E4,R324,19
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R45,19
,MC,MC102,Mote Summerland,All Summerland,F4,R357,19
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R322,19
,DL,DL275,Mote Summerland,All Summerland,D5,R440,19
,DL,DL185,Mote Summerland,All Summerland,E6,R1708,19
,PS,PS20,Mote Summerland,All Summerland,E4,R1683,19
,ASTREOIDES,PA74,Mote Summerland,All Summerland,G4,R900,19
,PS,PS14,Mote Summerland,All Summerland,B1,R1614,19
,ASTREOIDES,PA84,Mote Summerland,All Summerland,G9,R1324,19
,DL,DL210,Mote Summerland,All Summerland,D5,R1648,19
,DL,DL218,Mote Summerland,All Summerland,D4,R844,19
,PS,PS7,Mote Summerland,All Summerland,B2,R1219,19
,PS,PS35,Mote Looe Key [In Situ],,,PS MIX3,19
,AC,AC2611,Mote Looe Key [In Situ],,,NB-15,19
,CN,CN10,Mote Looe Key [In Situ],,,CN MIX1,19
,OF,OF675,Mote Looe Key [In Situ],,,OF MIX2,19
,PS,PS9,Mote Summerland,All Summerland,A5,R1076,19
,I2,I2A,Mote Summerland,All Summerland,H6,R1281,18
,PC,PC19,Mote Summerland,All Summerland,F5,R1017,18
,OF,OF976,Mote Summerland,All Summerland,F4,R1317,18
,OF,OF1004,Mote Looe Key [In Situ],,default,R41,18
,ASTREOIDES,PA29,Mote Summerland,All Summerland,C3,R839,18
,OF,OF688,Mote Summerland,All Summerland,F7,R1479,18
,PS,PS8,Mote Summerland,All Summerland,E4,R1498,18
,ASTREOIDES,PA54,Mote Summerland,All Summerland,D4,R1353,18
,DL,DL204,Mote Summerland,All Summerland,Q9,R981,18
,DL,DL176,Mote Summerland,All Summerland,F1,R1829,18
,PS,PS2,Mote Looe Key [In Situ],,,PS-2,18
,OF,OF184,Mote Looe Key [In Situ],,,OF MIX4,18
,OF,OF1018,Mote Looe Key [In Situ],,,OF MIX5,18
,DL,DL151,Mote Summerland,All Summerland,A5,R1165,18
,AP,AP24,Mote Looe Key [In Situ],,,AP24,18
,PS,PS45,Mote Summerland,All Summerland,A5,R1244,18
,DL,DL231,Mote Summerland,All Summerland,A1,R1150,18
,OF,OF679,Mote Summerland,All Summerland,F4,R1448,18
,CN,CN18,Mote Summerland,All Summerland,F7,R1675,18
,MC,MC64,Mote Summerland,All Summerland,A5,R491,18
,ASTREOIDES,PA22,Mote Summerland,All Summerland,D4,R1211,18
,CN,CN49,Mote Summerland,All Summerland,F10,R1588,18
,MC,MC107,Mote Summerland,All Summerland,F6,R939,18
,OF,OF987,Mote Looe Key [In Situ],,default,R948,18
,PA,PA416,Mote Summerland,All Summerland,A2,R946,18
,PA,PA409,Mote Summerland,All Summerland,A2,R197,18
,PC,PC31,Mote Key Largo [In Situ],,,Red01,18
,PC,PC31,Mote Key Largo [In Situ],,,Blue31,18
,ASTREOIDES,PA71,Mote Summerland,All Summerland,C4,R347,17
,ASTREOIDES,PA112,Mote Summerland,All Summerland,C4,R1264,17
,OF,OF987,Mote Summerland,All Summerland,C1,R111,17
,MC,MC115,Mote Islamorada [In Situ],,Unassigned,R437,17
,PS,PS4,Mote Summerland,All Summerland,D4,R705,17
,OF,OF955,Mote Islamorada [In Situ],,Unassigned,R511,17
,ASTREOIDES,PA345,Mote Summerland,All Summerland,Q7,R1608,17
,PD,PD?,Mote Summerland,All Summerland,Q4,R1092,17
,SIDEREA,SS165,Mote Summerland,All Summerland,C1,R1439,17
,MC,MC209,Mote Summerland,All Summerland,D5,R1344,17
,DL,DL222,Mote Summerland,All Summerland,D1,R251,17
,OF,OF98,Mote Summerland,All Summerland,B3,R967,17
,ASTREOIDES,PA104,Mote Summerland,All Summerland,H6,R1349,17
,ASTREOIDES,PA99,Mote Summerland,All Summerland,G9,R1287,17
,SIDEREA,SS9,Mote Summerland,All Summerland,D5,R701,17
,MC,MC127,Mote Looe Key [In Situ],,,MC MIX4,17
,AC,AC4,Mote Looe Key [In Situ],,,4,17
,AC,AC48,Mote Looe Key [In Situ],,,48,17
,OA,OA12,Mote Looe Key [In Situ],,,OA MIX1,17
,AC,AC88,Mote Looe Key [In Situ],,,88,17
,PC,PC37,Mote Looe Key [In Situ],,,PC-37,17
,AC,AC92,Mote Sand Key [In Situ],,,92,17
,OF,OF689,Mote Summerland,All Summerland,A5,R1217,17
,AC,AC88,Mote Islamorada [In Situ],,,Red11,17
,RADIANS,SR256,Mote Summerland,All Summerland,D2,R1604,17
,OF,OF957,Mote Islamorada [In Situ],,,Blue07,17
,MC,MC57,Mote Summerland,All Summerland,B2,R369,17
,DS,DS9,Mote Summerland,All Summerland,A1,R1150,17
,MC,MC72,Mote Summerland,All Summerland,E6,R607,17
,OF,OF1015-B,Mote Islamorada [In Situ],,Unassigned,R184,17
,CN,CN14,Mote Summerland,All Summerland,H2,R1146,16
,CN,CN14,Mote Summerland,All Summerland,G9,R1121,16
,INTERSEPTA,SI8,Mote Summerland,All Summerland,F3,R133,16
,INTERSEPTA,SI1,Mote Summerland,All Summerland,F3,R133,16
,ASTREOIDES,PA54,Mote Summerland,All Summerland,C4,R1353,16
,MC,MC57,Mote Summerland,All Summerland,D4,R5,16
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R507,16
,OF,OF685,Mote Summerland,All Summerland,Q10,R2012,16
,PC,PC48,Mote Key Largo [In Situ],,Unassigned,R42,16
,CN,CN51,Mote Summerland,All Summerland,D1,R413,16
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R239,16
,ASTREOIDES,PA93,Mote Summerland,All Summerland,G9,R1001,16
,MC,MC205,Mote Looe Key [In Situ],,default,ILSA45,16
,AC,AC2514,Mote Looe Key [In Situ],,,CU-035,16
,OF,OF668,Mote Looe Key [In Situ],,,OF MIX2,16
,OF,OF1017,Mote Looe Key [In Situ],,,OF MIX5,16
,AC,AC29,Mote Looe Key [In Situ],,,29,16
,AC,AC56,Mote Looe Key [In Situ],,,56,16
,CN,CN9,Mote Looe Key [In Situ],,,CN MIX1,16
,DS,DS4,Mote Looe Key [In Situ],,,DS MIX1,16
,DL,DL146,Mote Summerland,All Summerland,A5,R108,16
,OF,OF457,Mote Summerland,All Summerland,A5,R1242,16
,DL,DL189,Mote Summerland,All Summerland,B5,R1720,16
,PC,PC16,Mote Summerland,All Summerland,F5,R1017,16
,SIDEREA,SS26,Mote Summerland,All Summerland,F4,R1416,16
,OF,OF1003,Mote Summerland,All Summerland,F4,R1515,16
,ASTREOIDES,PA90,Mote Summerland,All Summerland,G9,R1336,16
,RADIANS,SR189,Mote Looe Key [In Situ],,default,R1631,16
,DL,DL257,Mote Looe Key [In Situ],,default,R1,16
,DL,DL153,Mote Summerland,All Summerland,B1,R152,16
,PS,PS48,Mote Key Largo [In Situ],,,Red04,16
,PS,PS48,Mote Key Largo [In Situ],,,Red04,16
,OF,OF947,Mote Islamorada [In Situ],,Unassigned,R314,15
,MC,MC117,Mote Islamorada [In Situ],,Unassigned,R320,15
,OF,OF693,Mote Summerland,All Summerland,Q10,R2012,15
,ASTREOIDES,PA103,Mote Summerland,All Summerland,C4,R945,15
,MC,MC109,Mote Summerland,All Summerland,C4,R1183,15
,OF,OF995,Mote Looe Key [In Situ],,default,R878,15
,MC,MC106,Mote Summerland,All Summerland,B1,R1862,15
,PS,PS49,Mote Summerland,All Summerland,F9,R1463,15
,DL,DL203,Mote Summerland,All Summerland,F4,R1077,15
,DL,DL165,Mote Summerland,All Summerland,C4,R19,15
,DL,DL201,Mote Summerland,All Summerland,C4,R20,15
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R316,15
,MC,MC71,Mote Summerland,All Summerland,E6,R607,15
,AC,AC2511,Mote Looe Key [In Situ],,,CM-031,15
,PS,PS27,Mote Looe Key [In Situ],,,PS MIX2,15
,AC,AC2607,Mote Looe Key [In Situ],,,NB-8,15
,PC,PC17,Mote Looe Key [In Situ],,,PC-17,15
,PC,PC44,Mote Summerland,All Summerland,A5,R922,15
,DL,DL238,Mote Summerland,All Summerland,D2,R1604,15
,CN,CN11,Mote Looe Key [In Situ],,,CN-11,15
,DL,DL270,Mote Summerland,All Summerland,F8,R2001,15
,DL,DL166,Mote Summerland,All Summerland,B6,R421,15
,DL,DL186,Mote Summerland,All Summerland,B6,R148,15
,CN,CN29,Mote Summerland,All Summerland,F10,R1766,15
,MC,MC52,Mote Summerland,All Summerland,B6,R204,15
,DL,DL256,Mote Summerland,All Summerland,D4,R1211,15
,DL,DL179,Mote Summerland,All Summerland,F6,R165,15
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R52,15
,DL,DL157,Mote Summerland,All Summerland,B1,R152,15
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R79,15
,PC,PC21,Mote Key Largo [In Situ],,,Red04,15
,AC,AC3,Mote Key Largo [In Situ],,,Red05,15
,PC,PC21,Mote Key Largo [In Situ],,,Blue94,15
,AC,AC3,Mote Key Largo [In Situ],,,Blue35,15
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R253,15
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R267,15
,ASTREOIDES,PA70,Mote Summerland,All Summerland,G4,R321,14
,OF,OF774,Mote Summerland,All Summerland,F6,R665,14
,MC,MC116,Mote Islamorada [In Situ],,Unassigned,R508,14
,PC,PC19,Mote Summerland,All Summerland,D3,R1516,14
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C5,R9,14
,PD,PD?,Mote Summerland,All Summerland,Q4,R880,14
,MC,MC78,Mote Key Largo [In Situ],,Unassigned,R135,14
,MC,MC212,Mote Summerland,All Summerland,D1,R142,14
,PS,PS14,Mote Key Largo [In Situ],,Unassigned,R11,14
,ASTREOIDES,PA42,Mote Summerland,All Summerland,H6,R356,14
,ASTREOIDES,PA96,Mote Summerland,All Summerland,G9,R1287,14
,SIDEREA,SS3,Mote Summerland,All Summerland,D5,R978,14
,PC,PC19,Mote Summerland,All Summerland,B6,R204,14
,MC,MC73,Mote Looe Key [In Situ],,,MC MIX3,14
,MC,MC126,Mote Looe Key [In Situ],,,MC MIX4,14
,AC,AC50,Mote Looe Key [In Situ],,,50,14
,DL,DL201,Mote Summerland,All Summerland,D1,R413,14
,OF,OF800,Mote Summerland,All Summerland,B5,R1040,14
,OF,OF696,Mote Summerland,All Summerland,F4,R1055,14
,MC,MC59,Mote Summerland,All Summerland,B1,R4,14
,MC,MC59,Mote Summerland,All Summerland,B1,R4,14
,PA,PA419,Mote Summerland,All Summerland,A2,R893,14
,MC,MC78,Mote Key Largo [In Situ],,,Red03,14
,MC,MC78,Mote Key Largo [In Situ],,,Red03,14
,MC,MC116,Mote Islamorada [In Situ],,,Blue10,14
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R264,14
,OF,OF441,Mote Summerland,,Unassigned,R708,13
,SIDEREA,SS11,Mote Summerland,All Summerland,F3,R318,13
,ASTREOIDES,PA306,Mote Summerland,All Summerland,F1,R459,13
,SIDEREA,SS24,Mote Summerland,All Summerland,E4,R324,13
,OF,OF61,Mote Summerland,All Summerland,F7,R1006,13
,ASTREOIDES,PA320,Mote Summerland,All Summerland,H2,R1599,13
,AC,AC2540,Mote Looe Key [In Situ],,,CU-126,13
,MC,MC61,Mote Looe Key [In Situ],,,MC MIX2,13
,AC,AC2575,Mote Looe Key [In Situ],,,FM-8,13
,OF,OF700,Mote Looe Key [In Situ],,,OF MIX3,13
,OF,OF920,Mote Looe Key [In Situ],,,OF MIX3,13
,OA,OA13,Mote Looe Key [In Situ],,,OA MIX1,13
,DL,DL152,Mote Summerland,All Summerland,A5,R1165,13
,OF,OF97,Mote Summerland,All Summerland,A5,R1217,13
,ASTREOIDES,PA45,Mote Summerland,All Summerland,G4,R321,13
,OF,OF988,Mote Summerland,All Summerland,F5,R909,13
,,OF,Mote Summerland,All Summerland,F5,R1362,13
,CN,CN30,Mote Summerland,All Summerland,F10,R1057,13
,OF,OF982,Mote Summerland,All Summerland,Q7,R916,13
,DL,DL158,Mote Summerland,All Summerland,B1,R1725,13
,AC,AC13,Mote Key Largo [In Situ],,,Red04,13
,AC,AC56,Mote Key Largo [In Situ],,,Red05,13
,AC,AC13,Mote Key Largo [In Situ],,,Blue24,13
,AC,AC56,Mote Key Largo [In Situ],,,Blue25,13
,CN,CN21,Mote Summerland,All Summerland,F4,R1317,13
,OF,OF955,Mote Islamorada [In Situ],,,Blue09,13
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R463,12
,DL,DL233,Mote Summerland,All Summerland,F5,R154,12
,ASTREOIDES,PA114,Mote Summerland,All Summerland,G4,R284,12
,ASTREOIDES,PA73,Mote Summerland,All Summerland,G4,R321,12
,MC,MC103,Mote Summerland,All Summerland,F3,R495,12
,ASTREOIDES,PA115,Mote Summerland,All Summerland,G4,R712,12
,PS,PS49,Mote Summerland,All Summerland,F9,R1539,12
,MC,MC126,Mote Summerland,All Summerland,F5,R1362,12
,PC,PC57,Mote Summerland,All Summerland,E3,R1695,12
,ASTREOIDES,PA353,Mote Summerland,All Summerland,G10,R1845,12
,ASTREOIDES,PA106,Mote Summerland,All Summerland,G4,R1268,12
,ASTREOIDES,PA110,Mote Summerland,All Summerland,G3,R1048,12
,ASTREOIDES,PA35,Mote Summerland,All Summerland,G3,R659,12
,PS,PS11,Mote Looe Key [In Situ],,,PS MIX1,12
,OF,OF96,Mote Looe Key [In Situ],,,OF MIX1,12
,AC,AC0,Mote Sand Key [In Situ],,,UNK-2,12
,DL,DL147,Mote Summerland,All Summerland,A5,R108,12
,OF,OF989,Mote Summerland,All Summerland,E4,R1498,12
,OF,OF96,Mote Summerland,All Summerland,C6,R877,12
,PC,PC57,Mote Summerland,All Summerland,F4,R1055,12
,DL,DL200,Mote Summerland,All Summerland,B6,R1434,12
,DL,DL156,Mote Summerland,All Summerland,B1,R1725,12
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R2,12
,PC,PC58,Mote Summerland,All Summerland,F4,R1077,12
,MC,MC106,Mote Summerland,All Summerland,F6,R1035,11
,OF,OF930,Mote Islamorada [In Situ],,Unassigned,R434,11
,OF,OF949,Mote Islamorada [In Situ],,Unassigned,R436,11
,MC,MC119,Mote Islamorada [In Situ],,Unassigned,R444,11
,MC,MC84,Mote Islamorada [In Situ],,Unassigned,R317,11
,ASTREOIDES,PA93,Mote Summerland,All Summerland,C3,R1430,11
,ASTREOIDES,PA50,Mote Summerland,All Summerland,C3,R118,11
,DL,DL290,Mote Summerland,All Summerland,G7,R1524,11
,INTERSEPTA,SI85,Mote Summerland,All Summerland,D4,R1327,11
,ASTREOIDES,PA311,Mote Summerland,All Summerland,F1,R459,11
,RADIANS,SR255,Mote Summerland,All Summerland,D2,R1582,11
,ASTREOIDES,PA47,Mote Summerland,All Summerland,G4,R843,11
,ASTREOIDES,PA89,Mote Summerland,All Summerland,G3,R659,11
,OF,OF996,Mote Summerland,All Summerland,C1,R111,11
,ASTREOIDES,PA55,Mote Summerland,All Summerland,G9,R1492,11
,SIDEREA,SS25,Mote Summerland,All Summerland,D5,R978,11
,SIDEREA,SS8,Mote Summerland,All Summerland,D5,R978,11
,OF,OF992,Mote Summerland,All Summerland,F5,R1437,11
,PS,PS28,Mote Looe Key [In Situ],,,PS MIX2,11
,CN,CN3,Mote Looe Key [In Situ],,,CN MIX1,11
,CN,CN4,Mote Looe Key [In Situ],,,CN MIX1,11
,OF,OF995,Mote Summerland,All Summerland,B3,R1414,11
,CN,CN21,Mote Summerland,All Summerland,B3,R292,11
,AP,AP22,Mote Looe Key [In Situ],,,AP24,11
,OF,OF1002,Mote Summerland,All Summerland,C6,R934,11
,DL,DL10,Mote Summerland,All Summerland,B2,R1839,11
,DL,DL285,Mote Summerland,All Summerland,B2,R1095,11
,RADIANS,SR190,Mote Looe Key [In Situ],,default,R1980,11
,MC,MC108,Mote Looe Key [In Situ],,default,R1,11
,MC,MC117,Mote Islamorada [In Situ],,,Blue07,11
,MC,MC84,Mote Islamorada [In Situ],,,Blue09,11
,DL,DL159,Mote Summerland,All Summerland,B1,R1725,11
,DL,DL9,Mote Summerland,All Summerland,A2,R1895,11
,PA,PA411,Mote Summerland,All Summerland,A2,R197,11
,OF,OF931,Mote Islamorada [In Situ],,Unassigned,R233,11
,AC,AC5,Mote Islamorada [In Situ],,,Red14,10
,OF,OF773,Mote Summerland,All Summerland,F1,R1043,10
,PS,PS13,Mote Summerland,All Summerland,E6,R1252,10
,ASTREOIDES,PA100,Mote Summerland,All Summerland,G4,R712,10
,OF,OF1005,Mote Summerland,All Summerland,C6,R963,10
,DL,DL257,Mote Summerland,All Summerland,F7,R1426,10
,ASTREOIDES,PA24,Mote Summerland,All Summerland,G9,R1001,10
,SIDEREA,SS506,Mote Summerland,All Summerland,G7,R1511,10
,MC,MC125,Mote Key Largo [In Situ],,Unassigned,R160,10
,SIDEREA,SS88,Mote Summerland,All Summerland,C1,R1131,10
,ASTREOIDES,PA60,Mote Summerland,All Summerland,G4,R284,10
,DL,DL234,Mote Summerland,All Summerland,F6,R1665,10
,OF,OF1003,Mote Summerland,All Summerland,Q2,R1810,10
,PS,PS10,Mote Summerland,All Summerland,D5,R701,10
,OF,OF987,Mote Summerland,All Summerland,D5,R487,10
,MC,MC60,Mote Looe Key [In Situ],,,MC MIX2,10
,OF,OF800,Mote Looe Key [In Situ],,,OF MIX3,10
,OF,OF1019,Mote Looe Key [In Situ],,,OF MIX5,10
,AC,AC925,Mote Looe Key [In Situ],,,925,10
,AC,AC2505,Mote Sand Key [In Situ],,,FM-20,10
,PS,PS16,Mote Summerland,All Summerland,A5,R1076,10
,OF,OF1,Mote Summerland,All Summerland,A5,R1217,10
,PS,PS47,Mote Summerland,All Summerland,A5,R1447,10
,OF,OF1000,Mote Summerland,All Summerland,F4,R1077,10
,DL,DL218,Mote Summerland,All Summerland,D1,R949,10
,SIDEREA,SS20,Mote Summerland,All Summerland,F4,R1531,10
,AP,AP16,Mote Summerland,All Summerland,A5,R1771,10
,DL,DL80,Mote Summerland,All Summerland,B6,R1586,10
,CN,CN33,Mote Summerland,All Summerland,C1,R1179,10
,DL,DL7,Mote Summerland,All Summerland,Q7,R1489,10
,PA,PA408,Mote Summerland,All Summerland,A2,R2009,10
,AC,AC41,Mote Key Largo [In Situ],,,Red04,10
,AC,AC7,Mote Key Largo [In Situ],,,Red08,10
,AC,AC41,Mote Key Largo [In Situ],,,Blue24,10
,OF,OF942,Mote Islamorada [In Situ],,,Blue10,10
,AC,AC7,Mote Key Largo [In Situ],,,Blue38,10
,CN,CN15,Mote Summerland,All Summerland,B3,R859,9
,INTERSEPTA,SI6,Mote Summerland,All Summerland,F3,R133,9
,OF,OF931,Mote Islamorada [In Situ],,Unassigned,R432,9
,DL,DL209,Mote Summerland,All Summerland,F3,R134,9
,DL,DL212,Mote Summerland,All Summerland,F3,R134,9
,OF,OF96,Mote Summerland,All Summerland,Q10,R2012,9
,OF,OF954,Mote Islamorada [In Situ],,Unassigned,R317,9
,FRANKSI,OK1,Mote Summerland,All Summerland,H2,R1260,9
,FRANKSI,OK1,Mote Summerland,All Summerland,H2,R492,9
,MC,MC102,Mote Summerland,All Summerland,B3,R1449,9
,PS,PS4,Mote Summerland,All Summerland,F4,R1416,9
,PS,PS6,Mote Summerland,All Summerland,B6,R204,9
,SIDEREA,SS6,Mote Summerland,All Summerland,F4,R1515,9
,ASTREOIDES,PA338,Mote Summerland,All Summerland,Q7,R1979,9
,SIDEREA,SS90,Mote Summerland,,R15,R1191,9
,ASTREOIDES,PA92,Mote Summerland,All Summerland,G3,R659,9
,ASTREOIDES,PA62,Mote Summerland,All Summerland,G9,R1001,9
,ASTREOIDES,PA319,Mote Summerland,All Summerland,H2,R1898,9
,AC,AC2506,Mote Looe Key [In Situ],,,CU-014,9
,AC,AC2505,Mote Looe Key [In Situ],,,CU-009,9
,PS,PS13,Mote Looe Key [In Situ],,,PS MIX1,9
,OF,OF7,Mote Looe Key [In Situ],,,OF-7,9
,OF,OF97,Mote Looe Key [In Situ],,,OF MIX1,9
,OF,OF695,Mote Looe Key [In Situ],,,OF MIX3,9
,OA,OA11,Mote Looe Key [In Situ],,,OA MIX1,9
,AC,AC2571,Mote Sand Key [In Situ],,,FM-20,9
,OF,OF996,Mote Summerland,All Summerland,B3,R859,9
,OF,OF982,Mote Summerland,All Summerland,Q7,R1297,9
,PC,PC52,Mote Looe Key [In Situ],,default,ILSA45,9
,MC,MC59,Mote Summerland,All Summerland,C6,R877,9
,SIDEREA,SS14,Mote Summerland,All Summerland,F4,R1515,9
,SIDEREA,SS497,Mote Summerland,All Summerland,D4,R289,9
,PS,PS17,Mote Summerland,All Summerland,B6,R204,9
,OF,OF986,Mote Summerland,All Summerland,Q7,R1297,9
,DL,DL234,Mote Summerland,All Summerland,Q7,R1779,9
,DL,DL256,Mote Summerland,All Summerland,F6,R1339,9
,AC,AC1,Mote Islamorada [In Situ],,,Red01,9
,OF,OF954,Mote Islamorada [In Situ],,,Blue09,9
,AC,AC4,Mote Key Largo [In Situ],,,Red06,9
,AC,AC4,Mote Key Largo [In Situ],,,Blue36,9
,DL,DL195,Mote Summerland,All Summerland,F6,R1948,8
,DL,DL197,Mote Summerland,All Summerland,F6,R1948,8
,ASTREOIDES,PA111,Mote Summerland,All Summerland,G4,R900,8
,MC,MC118,Mote Islamorada [In Situ],,Unassigned,R436,8
,OF,OF954,Mote Islamorada [In Situ],,Unassigned,R437,8
,MC,MC120,Mote Islamorada [In Situ],,Unassigned,R507,8
,FRANKSI,OK1,Mote Summerland,All Summerland,H2,R1151,8
,INTERSEPTA,SI246,Mote Summerland,All Summerland,G7,R1830,8
,SIDEREA,SS462,Mote Summerland,,R15,R973,8
,INTERSEPTA,SI43,Mote Summerland,All Summerland,G9,R887,8
,MC,MC210,Mote Summerland,All Summerland,E5,R1159,8
,ASTREOIDES,PA101,Mote Summerland,All Summerland,G4,R284,8
,ASTREOIDES,PA52,Mote Summerland,All Summerland,G4,R843,8
,DL,DL176,Mote Summerland,All Summerland,A6,R1622,8
,ASTREOIDES,PA63,Mote Summerland,All Summerland,H6,R1349,8
,ASTREOIDES,PA25,Mote Summerland,All Summerland,H6,R1349,8
,,PA,Mote Summerland,All Summerland,H6,R1349,8
,OF,OF1,Mote Summerland,All Summerland,E3,R938,8
,DL,DL145,Mote Summerland,All Summerland,E3,R1034,8
,DL,DL140,Mote Summerland,All Summerland,E3,R1034,8
,MC,MC4,Mote Looe Key [In Situ],,,MC MIX1,8
,MC,MC57,Mote Looe Key [In Situ],,,MC MIX2,8
,AC,AC2578,Mote Looe Key [In Situ],,,FM-13,8
,AC,AC2626,Mote Looe Key [In Situ],,,RD-1,8
,AC,AC54,Mote Looe Key [In Situ],,,54,8
,AC,AC70,Mote Looe Key [In Situ],,,70,8
,PC,PC41,Mote Summerland,All Summerland,E4,R1498,8
,OF,OF125,Mote Summerland,All Summerland,A5,R1217,8
,MC,MC61,Mote Summerland,All Summerland,F4,R1448,8
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1664,8
,DL,DL3,Mote Summerland,All Summerland,F4,R1416,8
,DL,DL266,Mote Summerland,All Summerland,B6,R421,8
,DL,DL197,Mote Summerland,All Summerland,B6,R421,8
,SIDEREA,SS91,Mote Summerland,All Summerland,C1,R1131,8
,OF,OF671,Mote Summerland,All Summerland,B6,R941,8
,OF,OF1019,Mote Summerland,All Summerland,B3,R1414,8
,PA,PA421,Mote Summerland,All Summerland,A2,R1279,8
,OF,OF1018,Mote Summerland,All Summerland,B3,R1414,8
,DL,DL13,Mote Key Largo [In Situ],,,Red05,8
,DL,DL13,Mote Key Largo [In Situ],,,Blue65,8
,INTERSEPTA,SI7,Mote Summerland,All Summerland,F3,R133,7
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R466,7
,DL,DL192,Mote Summerland,All Summerland,F6,R1948,7
,OF,OF932,Mote Islamorada [In Situ],,Unassigned,R435,7
